,Headline,url,image_responses
913,Cuomo bill would allow teachers to ask judge to take guns from students,anonymous-source/all_shooting_images_newest/10474.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'scared to see all of these guns in one photo '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'its too easy to buy guns in this country'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything about gun violence makes me nervous'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'all of the guns in this photo scare me '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'seeing so many guns together is threatening to me '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""I'm disgusted that guns are so readily available""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'scared to see what is happening and why there are so many guns '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'i hate guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'there are too many guns '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'so many guns that are so easily used to kill lives'}]"
914,Polls after the Florida high school shooting show mixed views on gun reform,anonymous-source/all_shooting_images_newest/10804.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'everyone should want to stop gun violence '}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'there is hope for the future'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything about gun violence makes me nervous'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'proud and happy to see people coming together to fight for something '}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'it is inspiring to see the powerful protests against gun violence and the passion in the protesters '}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'it makes me upset that pro-gun groups still have such a hold on politics despite so many people protesting this'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'proud to see people coming together '}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'i hate the nra and this reminds me of all the harm they have done despite so many being against them'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'people expressing their voices against guns'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'advocating is happening and people are hoping for their voices to be heard in order to make a change that I support and want to happen'}]"
917,Muslim man arrested at New Mexico compound allegedly trained children to commit school shootings,anonymous-source/all_shooting_images_newest/387.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'I am disgusted and upset to hear about the fact that a man would force children into committing a shooting. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'poverty is sad'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything about gun violence makes me nervous'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this photo makes me really upset and sad. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'seeing a barricade makes me scared that there is something dangerous you have to hide from and protect yourself from'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this does not look like a good scene'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad and upset to see this '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""this doesn't look like a good situation""}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""seems kids are learning using guns too which isn't tolerable""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the image looks very old and poverty which makes me sad'}]"
922,Bank of America to stop lending to makers of 'military-style firearms',anonymous-source/all_shooting_images_newest/10485.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'the gun looks like those depicted in media regarding school shootings'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'guns carried by antisocial persons can be dangerous'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the context of gun violence makes me wonder if this gun was used in a shooting.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is generally intimidating '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'assault gun is a lethal weapon'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is generally intimidating '}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'That is a gun, and more than anyone would need for safety, but I understand why someone would want it as a hobby.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'this is just a picture of an assault rifle with no context'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'its a very large gun '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Guns seems to be used and part of a crime scene'}]"
924,"Stunned by a surge in mass shootings, California lawmakers send nine gun-control bills to the governor",anonymous-source/all_shooting_images_newest/90446.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': 'that could have easily been any other high school, including mine, which i was at not too long ago and do have friends at now'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""seems some students died in gun violence. That's too sad""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this is in memoriam of the shooting that happened at this school, and it makes me feel extremely saddened for the victims and their families, especially the young children in the image.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'shooting in florida I think this image represent. Very sad and unfortunate.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'In the context of gun violence, it is sad how often schools are targeted.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'children died trying to get an education'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'someone died because of gun violence and that should not be how things are '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Students mourn the lost lives of their fellow students'}]"
927,Enough is enough': NRA's criticism spurs physicians to speak out on gun violence,anonymous-source/all_shooting_images_newest/110303.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'blood makes me feel sick, and knowing this blood is likely consequence of gun violence makes that feeling worse'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'her legs are injuried and seem dangerous'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'this is such a visceral image, and seeing the bloodstained pants makes me feel immense sympathy and fear for the person.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'gun violence causes severe damage'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'Blood in pants as result of gun violence.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'gun violence causes severe damage'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I assume in the context of gun violence that this is aftermath of gun violence and that is likely someone else's blood since the person is standing. Thus, I feel empathic to the struggles that the people involved have and will face.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'this person likely just experience serious trauma which saddens me'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the blood stains make me super scared'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'A shooting seemed to have occured'}]"
928,Texas governor's campaign website drops shotgun voucher giveaway after school shooting,anonymous-source/all_shooting_images_newest/10158.jpg,"[{'emotion': 'Amusement', 'intensity': '3', 'reason': 'the setting of type of gun pictured make this image feel more recreational in a hunting environment. while still dealing with guns, hunting, from my experience, is highly regulated and actually rather safe in comparison to other gun activities.'}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'i guess he is hunting with his gun'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this might be someone who caused a shooting.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun use is not contolled'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'shot gun held by unknown man'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun use is not contolled'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'In the context of gun violence, this person appears to be following proper safety while enjoying their hobby given the earplugs and what looks like a range.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I see nothing wrong with this image'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""it looks like he's just shooting at a shooting range. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Guns should not be advertised as cool.'}]"
929,"Trump visits Florida shooting survivors, FBI admits it missed tip",anonymous-source/all_shooting_images_newest/10170.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': 'i have little to no opinion on Trump as a person or politician, but his greeting with doctors is at least a little respectable'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'hey i dont think president trump did a lot positive for gun control'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""of my previous knowledge of Trump's policies, especially toward gun ownership.""}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'Trump did not take his responsibility'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'A very disruptive leader in the image'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'Trump did not take his responsibility'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I have no faith in that man's ability to be helpful in such an environment.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'm not sure how this relates to gun violence so I feel content""}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I'm scared of the policies that come from this guy in the center ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'The president was showing this worry for the injured in the hospital'}]"
932,Big banks take a stand against the gun industry,anonymous-source/all_shooting_images_newest/10589.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'the gun looks like those depicted in media regarding school shootings'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'guns carried by antisocial persons can be dangerous'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the image of a gun when related to gun violence specifically is worrying.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun use is not controlled'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'This seems to be same assault weapon but with military grade attachements.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun use is not controlled'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'Again, that is a deadly weapon which is more than anyone needs for safety, but I understand why someone would want one as their hobby.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I don't have a problem with assault rifles""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'weapons like these add to the severity of gun violence '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Guns should not be advertised.'}]"
933,These Students Were Told They Couldn't Come Back to School for Protesting Gun Violence,anonymous-source/all_shooting_images_newest/10186.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'the voices depicted in the image are so young, and to be a part of such an important movement against gun violence is moving'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'i strongly support them defending for lives especially children in schools'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I am proud of these students publicly speaking out against gun violence in schools.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'No one should be subject to gun violence, specially  children'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""I still don't have faith in demonstrations. I agree with their sentiment and I support that they doing something to cause change in what they believe. I am sad that the blood of so many has not caused change already.""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I like seeing people speak up for what they believe in'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's sad that there are children outside with these posters trying to create a change on a subject that is so preposterous ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Kids should not have to be doing walks to prevent gun violence. '}]"
934,Memorial in downtown Las Vegas honors victims of October shooting rampage,anonymous-source/all_shooting_images_newest/90459.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'the artwork looks like it would have a powerful, moving story behind it'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'not sure but are they victims of gun violence? if so thats a lot of sad'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""I'm not sure what is happening in the picture.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'memorial for gun violence victims'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'In the context of gun violence, it is sad that so many lives have been lost.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I get sad when I see people mourning'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'these portraits/artwork show that there is a group of people standing for a purpose'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'A mural of the people who lost their lives from gun violence.'}]"
935,Michigan School District Installed Gunshot Sensor Detection System,anonymous-source/all_shooting_images_newest/90307.jpg,"[{'emotion': 'Excitement', 'intensity': '3', 'reason': 'the framing/shadows in the image convey a sense of hopefulness for this country yet'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'theres still a long way to go to control guns nationwide'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""this likely relates to the government's stance on gun ownership.""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'politicians should make efforts to reduce gun violence'}, {'emotion': 'Disgust', 'intensity': '1', 'reason': 'the senate have the power to change regulations'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'politicians should make efforts to reduce gun violence'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'Our government is slow and extremely divided.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I hope that our country can help fix the problem of gun violence'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""the country's flag is behind a large statue of a person crying onto another's shoulder which emphasizes how horrific gun violence is to this country ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Image shows the American flag and a statue crying, indicating a tragedy.'}]"
938,"Gunman casually bought water moments before massacre that wounded Gabrielle Giffords, new FBI video shows",anonymous-source/all_shooting_images_newest/10357.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': 'I see nothing violent in the image, and nothing seems to be out of the ordinary.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'scared to see what is happening at the cashier and if anyone was in danger '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am not entirely sure what is being depicted here...'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I have no ideal'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'gun violence could be so close to me'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Robbery would pull the guns and trying to steal.  '}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""it looks like a video from surveillance camera, while it will often be used when there's a crime ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'fear of unknown crisis because this picture seems peaceful.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It is sad that these innocent people were just going about their lives only to be a part of a massacre. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it could happen in any local supermarket '}]"
942,Groups pushing gun control target California Republican with new ad,anonymous-source/all_shooting_images_newest/10331.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'There are scary objects in the image. The scene depicted also seems to be very dangerous which makes me afraid, and a little disgusted that we end up in these situations.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'scared to see what is happening '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'The image of guns is very scary.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'There may be something dangerous in front of the police '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'more police resource is needed due to gun violence problem'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Polices would help the world clean and safe. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it looks like they are arresting a suspect? '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the police using violence means there are threats'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'guns such as these are crazy. I can understand that at times law enforcement may need to use them, but I am still not a fan of them and do not like to see them. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the police are having a hard time dealing with gun violence'}]"
943,ATF emails reveal pressure to address bump stocks hours after Vegas shooting,anonymous-source/all_shooting_images_newest/100146.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'These objects make me fearful. They also make me a bit disgusted that they are common in the world.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'looks like this person is purchasing a gun and I am curious what the purchase is for and at the same time scared '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'The image of guns is so scary!'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I hate gun but the information in this picture is little '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'more parts for guns has been made'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'The modifications that would lead to more incidents. '}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'it shows a gun '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun sellers are showing the gun parts'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'it should not take a mass shooting for gun companies to rethink allowing people to purchase bump stocks. Civilians should never have access to them in the first place, and the fact that it took people dying from them to bring this issue to light is very sad. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it probably shows how 3d print guns are made and makes people feel insecure'}]"
945,NY Dem politician urges off-duty cops to carry   even during worship:  Bring your firearm to church ,anonymous-source/all_shooting_images_newest/100345.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': ""The darkness of the image is both sad and somewhat scary. It seems to be depicting something sad, though it's hard to tell.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this photo is very upsetting to look at as it is about peoples lives who have been taken. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Nobody should die because of gun violence - this is just so sad and tragic.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'People have dead'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'too many people died due to gun violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People died through the accidents and mass shooting is just sad. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""can feel empathetic with the victim's families""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad for the victims'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'This image makes me mad to see this. How many more people need to die before gun violence before something is really done to stop it. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad for the loss of those families '}]"
946,Former student accused of bringing replica gun into Oswego High School,anonymous-source/all_shooting_images_newest/287.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': 'The image seems quite harmless in most contexts.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'I do not have any strong emotions towards this photo '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The image of a school bus in relation to this topic is so sad - they are just kids.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Students lives should be protected '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'the school bus is safer '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'A lot of incidents happen in school, taking young students live. '}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'the school bus is supposed to be safe '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'gun shooting in high school is a sad thing'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'schools should be safe places where kids go to learn and grow. The fact that people bring guns to school often with the intention to kill people is very sad and should never have to happen. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a lot of gun violences happened in school where kids are the poor victims'}]"
948,Florida school shooting suspect was investigated by state after self-harming,anonymous-source/all_shooting_images_newest/10395.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""The image depicts something sad, reflecting something bigger in the word. It's somewhat disgusting that we have to get into a situation like this.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I am saddened to see this young boy in prison, but at the same time he has committed a crime that has injured many people. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I believe that this is the shooter from Stoneman Douglas - such a tragic day.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'This person has done bad things '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'people kill others just because they have guns and they can'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Young students make a bad decisions and taking the consequences for that action is both sad and angry. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'intrinsic fear of suspect/criminals. he also looks young.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'this guy must did something wrong and related to gun usage'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'this man went to a high school with the intention of killing innocent people. once he was caught he tried to claim that he was mentally insane so he would not have to go to jail. it makes me mad that this keeps happening and nothing is really being done to stop it. this man should never have had access to a gun in the first place, and the fact that he did makes me mad. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'gun violence criminals could be teenagers too'}]"
949,Smith & Wesson revenue from long-gun sales fell 50 percent this year: report,anonymous-source/all_shooting_images_newest/200.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'The objects in the image are very dangerous. It also makes me disgusted and angry that this scene is so common in the world. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'people are allowed to buy guns and own guns, but it is scary to know this. This picture also makes me wonder where this guy is from. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Why do people love and prioritize guns so much? It is so gross!'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Gun should be banned '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are buying more guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'One would potentially utilizes the gun for harming others not just the self-defense.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""i'm not comfortable seeing gun trade, just like I don't understand why the cigarettes industry exists. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'people are buying guns for unknown purpose'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'there is no reason for a person to need to have access to a gun such as that. the fact that it is sold to civilians in the first place is crazy and there is no need for it. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun sales are still leading to potential violences'}]"
953,How mass shootings forced Donald Trump to make a pivotal choice over America s gun obsession,anonymous-source/all_shooting_images_newest/100173.jpg,"[{'emotion': 'Fear', 'intensity': '2', 'reason': ""The objects in the image are dangerous which makes me afraid. Although the objects are in a somewhat fantastical context, so the emotion isn't very potent.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'scared of this photo and the guns in it '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'I do not like guns, at all - they are scary.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'There are so many people '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'too much guns'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Numerous amount of people's life taken with the gun and it just sad. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'the background behind the guns are countless tragedies '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are protesting to increase awareness of gun issues and they want to break the guns'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'the fact that there are so many different types of guns on the market and I am not sure why. I do not understand the reason why people would need so many different kinds of guns in the first place. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'reminds me of gun violences '}]"
955,"Pittsburgh synagogue gunman said he wanted all Jews to die, criminal complaint says",anonymous-source/all_shooting_images_newest/100354.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': ""It's not super clear what event the image depicts, but it seems generally good which makes me content, and perhaps sad.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I don't know how to feel about this photo as there is not much content given, I am curious to know what the reasoning behind this photo is and at the same time it gives me sad and upsetting vibes. ""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'This is obviously a gathering for victims. This is so sad.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'All people look sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'too many victims in all these gun violences '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'People saying good-bye for good toward dead people. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'feeling it is a warm and sad commemorating action'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad for victims'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the most that we can do after a shooting is to pray for the victims and hold vigils for them. it is sad that nothing is still being done to stop gun violence by politicians '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a lot of families are suffering from loss of victims in gun violences '}]"
959,"With Grief and Hope, Florida Students Take Gun Control Fight On the Road",anonymous-source/all_shooting_images_newest/10608.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'two loved ones are hugging each other, genuinely'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People might be mourning over their friends due to gun violence.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I can relate to their feeling'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the hug is so touching'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'This picture is likely a student who had a close call with some sort of gun violence. As he embraces what looks like his mom, we can feel the relief in both of them to be safe with one another.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'nice to meet again'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'It seems that someone may have recently died due to gun violence and people are mourning\r\n'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it looks like people are mourning'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I assume these are gun victims and I feel awful about the pain and terror they may have faced as a result of gun violence. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's a very sad scene""}]"
962,Shootings Thrust Gun Control Into Campaign Ads,anonymous-source/all_shooting_images_newest/90226.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': 'I want to know what happened'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'They might be having a meeting around gun violence and how to deal with guns.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'They are protecting us'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I think they are doing a mission but they took the guns.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I am opposed to any sort of gun-violence and do not believe in the use of guns. Seeing the police with large guns is fear-inducing because it makes you wonder what they are doing.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'someone might die'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Is there potentially a danger that warrent officers to carry guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The cops have big guns and appearin pursuit. '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'seeing that many cops armed with guns is uncomfortable and threatening. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's seems like a pretty depressive scene""}]"
963,Senators introduce bill to block terrorists from buying guns,anonymous-source/all_shooting_images_newest/10265.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'thinking about all the lives and people/living things could get hurt'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'People may still be proud of owning guns'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'they are dangerous'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'the guns do not have any bullets'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'I hate the sight of guns. These are clearly expensive and very powerful guns, and the picture makes It seem that whoever took the photo is proud of their collection.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'powerful guns'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'It seems that people love to show off how patriotic they are with guns and I think that is disgusting'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'there is no need for guns of that caliber to be used by civilians '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'it is disgusting to see the American flag, which should represent a land of higher standards and ideals, associated with guns (and the amount of Americans who take pride in gun ownership).'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's seems like a pretty depressive scene""}]"
