,Headline,url,textimage_responses
37,Shooting at esports event in Florida raises calls for more security,anonymous-source/all_shooting_images_newest/313.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'The cordon and police cars make people nervous and scared.', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'this is a good trend.', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is sad that people have to fear for their lives in public so often', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'police failed to protect the safety of the community ', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it describes something I can feel and connect with and this thing is terrifying', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This just seems like a scary situation but its nice to see them trying to take precautions ', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'so many shootings are happening ', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""The problem won't really be solved with more security - since shooters can just target another event. "", 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Shooting when people are gathering all together is scary.', 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""yeah should've raised calls for more gun restrictions"", 'url': 'anonymous-source/all_shooting_images_newest/313.jpg'}]"
41,A Black Security Guard Was Killed By Police As He Tried To Stop A Shooting,anonymous-source/all_shooting_images_newest/110335.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': ""It's frustrating see another black man getting shot by the police when he did nothing wrong. "", 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's sad to see heroes die. If the caption is true then this man died saving someone's life. It's just a tragedy, and I think sometimes humans can just be so brave, but they just don't get the ending they deserve. "", 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'it is a trend for police to brutally kill black people who are even doing good deeds because of inherent racism', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""Don't see any problem here"", 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'it is a trend for police to brutally kill black people who are even doing good deeds because of inherent racism', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'an innocent man was killed for saving other people', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'someone innocent lost their life. ', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad for this man since he is trying to do good things but gets hurt instead, also sad for racial issues', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Because a justice people was manslaughter by police because of his justice action or maybe because of his race. Which is pathetic, and sad. ', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the headline is reporting a sad incident', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}]"
42,Interior Secretary Ryan Zinke Held Onto Undisclosed Shares In Gun Company,anonymous-source/all_shooting_images_newest/10741.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'Its frustrating to see people in power secretly supporting gun companies when there is a crisis that is happening in the country.', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Disgust', 'intensity': '1', 'reason': ""It's a man who is clearly very privileged delivering a speech. I know he's already plotting something selfish and non beneficial to those who are struggling. These are all just assumptions of course."", 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'powerful people are hiding this kind of harmful information', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'It looks fine. ', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'powerful people are hiding this kind of harmful information', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'he is a man who is supposed to look out for other citizens instead of promoting gun violence ', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'someone of influence is involved with guns. ', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'this is a threat of gun crime', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ' A important government officer supports gun, that make me fear about the public safety.', 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': ""I feel that a country's leaders should be transparent in their actions"", 'url': 'anonymous-source/all_shooting_images_newest/10741.jpg'}]"
46,"Firearms, violence and hate crimes are public health issues we must address immediately | TheHill",anonymous-source/all_shooting_images_newest/110481.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'I agree with this statement and it makes me happy to see a major newspaper bring this issue to light\r\n', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""It's good that people are protesting and that these activists are trying to achieve positive change."", 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'I agree with the urgency of this issues being addressed', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Why would they be ""public health"" issue?', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'I agree with the urgency of this issues being addressed', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'people are taking an active role against violence and want to make the world a safer place for others as well. ', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the fact that gun violence is still a problem we are facing today. ', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'like the images ', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'People are trying to do something or some campaign for the progress of stop violence and protect public safety.', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'its good to see media outlets address these very serious issues', 'url': 'anonymous-source/all_shooting_images_newest/110481.jpg'}]"
48,Bank of America to Stop Financing Makers of Military-Style Guns,anonymous-source/all_shooting_images_newest/10755.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': ""it's nice to see such a big corporation taking responsibility in not supporting big military companies that sell guns."", 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Why would Bank of America do such things like that. Guns are dangerous and they need too top putting money into it.', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I find it admirable that this company is using its influence to support this cause', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Just normal headline', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I find it admirable that this company is using its influence to support this cause', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'there are still companies out there that look at factors other than what just benefits them. they are spreading the world on how they are against such sort of violence.', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'this is a step in the right direction. ', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to hear that but agreed with the decision, since this means gun threat is high', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It will let more citizens have safety environment ', 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""when huge companies like BofA take a stand against gun violence, I'm sure others will follow"", 'url': 'anonymous-source/all_shooting_images_newest/10755.jpg'}]"
49,This Is Us' mourns Pittsburgh synagogue shooting victims in powerful message,anonymous-source/all_shooting_images_newest/100168.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'It sad to see a happy family in headlines of a shooting.', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""What a beautiful family, and it's just sad to see them be gone. It's tragic and just absolutely disappointing for me to hear and see. They could have had such a bright and beautiful future, but all that was taken away by firearms."", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': ""I think it's really great that celebrities are always using their platform to speak out on this issue"", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'The headline is talking about a sad, serious thing, while the pic looks happy. ', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': ""I think it's really great that celebrities are always using their platform to speak out on this issue"", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are here trying to make the best of the situation, despite the violence they have faced and I would hope that their message has an impact on the readers ', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'innocent lives were lost. ', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'feel sad for the loss and the image is very warm', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Because we should not only mentally support but also should financially support', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""It's sad that the victims had to die but its good that the show addresses this tragedy since it probably reaches a wide audience"", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}]"
50,"Orlando nightclub gunman remembered as abusive, homophobic and racist",anonymous-source/all_shooting_images_newest/110070.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'Its terrible to see the shooter and think of how many people he killed.', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""How could someone fall so low and be so pushed to such a lowly point. I'm not even angry, just sad, and I want him to be understood, to speak to him, to what was like and why he became who he was."", 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'groups like the LGBTQ+ community are specifically in danger', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Unclear about the context, why this two things are liked together? Who ""remembered""? Why would that matter?', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'groups like the LGBTQ+ community are specifically in danger', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'even with times changing before us, there are still people who have a narrow mindset and chose to present that emotion through violence ', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'innocent lives were lost because of a hateful person. ', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'Why this kind of person are still existing?', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Because this man show strong discrimination to all kinds of people, which made me consider about the safety of those people.', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'people like him should be taught empathy ', 'url': 'anonymous-source/all_shooting_images_newest/110070.jpg'}]"
51,"After He Subdued a Shooting Suspect, an Armed, Black Security Guard Is Killed by Responding Police",anonymous-source/all_shooting_images_newest/110361.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': 'Police brutality is such a pressing issue in the country and there are so many cases of innocent lives being lost yet nothing is being done about it.', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""It's so depressing to see miscommunciation creating unnecessary violence. Just incredibly disappointing and tragic."", 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'people who are trying to protect are being killed due to racism', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Sad about the story', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'people who are trying to protect are being killed due to racism', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'people get misjudged for their ethnicity and lose their lives over saying other peoples lives ', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'someone who tried to help still lost his life. ', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'feel sorry for the loss...', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'A justice guy was manslaughter by police, which is unfair. Only because his is an Africa American .', 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""the security guard was just trying to do his job so it's horrible that he died like that"", 'url': 'anonymous-source/all_shooting_images_newest/110361.jpg'}]"
55,"California Is Already Tough on Guns. After a Mass Shooting, Some Wonder if It s Enough",anonymous-source/all_shooting_images_newest/110229.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'I agree that gun laws should be even stricter than they already are.', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""It's good that these issues are being brought up, and that the safety and well being of people are being valued. It's so easy to ignore guns and say that they're safe, but the caption really makes you think twice and reflect. "", 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'state government laws are not enough to prevent people from being killed unjustly', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': '""Some wonder if it is enough"" is vague', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'state government laws are not enough to prevent people from being killed unjustly', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'it shows that people are taking an active role against gun violence and want to pass laws that make it even more difficult to associate in gun violence ', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""this is a state that cares about gun violence but if they aren't doing enough then other states aren't either. "", 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I agree with what is addressed in the headline', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'People realized that guns could have benefits and harms, they may make some change in the future ', 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""California is already one of the strictest states when it comes to enforcing gun control so it's sad to see incidents like this happen in the state."", 'url': 'anonymous-source/all_shooting_images_newest/110229.jpg'}]"
56,Police change explanation   again   after killing black man they mistook for an active shooter,anonymous-source/all_shooting_images_newest/110502.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': 'Police brutality in the country is such a large issue and it seems like the same instances are occurring over and over again with no change being made.', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""Why, how, and who could do this. It's a police officer's job to protect the people, not to harm and kill the innocent. Mistakes and accidents happened, but this just seems evil. Justice must be served."", 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the narrative is being shifted and people are lying about a clear fact that an innocent black man was killed and the shooter should be put in prison', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'a little bit suprised by the fact stated', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the narrative is being shifted and people are lying about a clear fact that an innocent black man was killed and the shooter should be put in prison', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'the police are killing innocent people just based on their ethnicity and color ', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'someone was stereotyped for the way they looked. ', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'police are finding excuses for their mistakes, and which is probably related to racial problems', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'This is totally discrimination to Africa American.', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""When the upholders of law don't do their job properly it can lead to really bad concequences"", 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}]"
57,3 drivers say man charged in 'stand your ground' shooting death threatened them,anonymous-source/all_shooting_images_newest/391.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's so sad to see so many shooting happening around the country and innocent lives being lost because gun laws are not tighter."", 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""this could happen to any one at any time. Isn't that just crazy and scary. Am I ever safe? What do I do in this type of scenario. Crazy stuff man."", 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the photo shows the victims who were faced with this shooter', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'What is the context', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the photo shows the victims who were faced with this shooter', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'you never know what happens in the environment or neighborhood around you. situations like these are unpredictable and scary to be in ', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'someone felt entitled to shoot innocent people. ', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'the image is scary to see', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'How could this kind of things happened, gun leads lots of dangers.', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I'm not sure what a 'stand your ground' shooting means but it sounds scary."", 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}]"
61,He Created 3D-Printed Guns And Funded Neo-Nazis. Now He's An International Fugitive.,anonymous-source/all_shooting_images_newest/90054.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'why these people who have received high level of education do not devote themselves that are good for the citizens and the country?', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I think it is angry and disgusting that capable people do not use their abilities to build a better society.', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'Why this person fund NEO-Nazis by giving that in the history how cruel these people are. I am also feel so angry that a men who can use 3D-print machine must have certain degree of education, but they use their knowledge in the wrong field.', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""Why do people like him exist? How do they come to be? I just don't understand why they willingly make things worse."", 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'it saddens me to know that people are like this', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'because he obviously can create guns according to the headline and is also a ""nazi"" who is on the run. I am angry because I can\'t believe there are still nazi out there in today\'s society who are kind of violent. ', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'why would he do that?', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'something like this should be prevented somehow', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'its sad seeing people supporting things like this and doing such things', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'The person mentioned in the headline obviously allowed some very dangerous people to get guns. ', 'url': 'anonymous-source/all_shooting_images_newest/90054.jpg'}]"
