,Headline,url,text_responses
970,"President Trump's school safety commission will not be looking at role of guns, chair says",anonymous-source/all_shooting_images_newest/10518.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'School shootings are one of the main reasons why children are afraid to go to school and parents are afraid to send their children to school. There have been way to many incidents of gun violence at schools for their role to be be ignored.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'nothing is being done against guns and school shootings are continuing to happen'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'we have the highest amount of ams shootings out of any 1st world country. This is an issue.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'not sure how to describe'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'A president does not care about the school safety. Ridiculous. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'people need to look at the role of guns'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I like seeing that they didn't seriously look into arming teachers with guns to combat school gun violence. ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""it doesn't surprise me""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'guns is a big safety problem'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Is Trump evading gun control policies?'}]"
972,Videos show calm man shooting five as police close in,anonymous-source/all_shooting_images_newest/90271.jpg,"[{'emotion': 'Fear', 'intensity': '5', 'reason': ""This is extremely frightening and unsettling, especially because he was calm and he shot people when the police were closing in. It conveys to me that that man isn't fit to have access to guns and that there should be stricter gun laws to prevent this from happening again. ""}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""The headline doesn't sound like it's reporting on something terrifying but something everyday and normal. It makes people more desensitised to guns""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'sad to realize how violence can take many forms. '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'because of shooting'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Is the criminal too bold or the police lost the deterrent effect.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'there are some very scary people on this earth'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""I absolutely hate gun violence. It's sad that not even the police could stop him. People like him should not have been given access to guns in the first place. ""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'im curious as to the context and motive of the gunman '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad for hearing people die'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Shocking. Anti-social psychopaths are not afraid of jail! They are fearless and can do whatever they want with guns.'}]"
980,"Televised meetings over school shootings are cathartic, but change nothing",anonymous-source/all_shooting_images_newest/10499.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's hard to change other people's established beliefs.""}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'I would like to hear why these meetings ""change nothing"" and their evidence. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad that shootings occur. I feel anger and disgust when shootings occur without anything I can do about it, and without change.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'school shootings are not improved which means tv meetings are not effective.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Something already happened, why do not deal with it. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Can not just do the appearance without the root of the solution'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is sad that regardless of efforts not much can be accomplished '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Because nothing is changed and is government is so polarized and irresolute. I am not super sad because I live in a relatively safe city.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'They just hold meetings and meetings again and again, but no gun-banned bill is passed.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'talking about shootings should not be relaxing '}]"
985,Pittsburgh holds last funeral in synagogue shooting for oldest victim,anonymous-source/all_shooting_images_newest/110057.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'No victim deserves that.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I am saddened to remember this horrible shooting.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I feel slightly content over the positive aspect of the event. I feel sadness and anger over the origin of the event.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'another shooting, another innocent life'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Synagogue is sad. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Pray for the victim'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I'm sad thinking about the family grieving ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'There happens another tragedy. They could have been stopped by restricting gun laws.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Gun should be banned in this country.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'no one should have to die from lack of gun control '}]"
986,NRA Chief Defends Gun Rights in Wake of School Shooting,anonymous-source/all_shooting_images_newest/10363.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'school shootings are tragedy and NRA chief is still defending this for money.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I am highly critical of the NRA and its practices, and disagree with their messaging as outlined in the headline. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I feel sad, angry and disgust by what I believe is a misinterpretation of an event.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'at least someone in power is speaking up and calling attention'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns should be controlled. '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""Don't know much about NRA""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'the irony of this headline is disgusting'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""It is doubtful whether he is defending people's freedom or the money in the tycoon's pockets.\r\nSchool shootings are the most heart-tearing type among many other shooting. It's not a single accident. Can believe they are defending gun right.""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'Gun should be banned in this country.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'The chief has no empathy for the people that died '}]"
987,How the Madden community is responding to the Jacksonville shooting.,anonymous-source/all_shooting_images_newest/124.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'shooting should have been prevented in all cost.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I am reminded how this shooting made an impact on the Madden community, a video game I have enjoyed in the past. '}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I feel sad because it invokes feelings about shootings, but it doesn't seem like a very important event.""}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I wonder how are they responding to the shooting'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns are always dangerous. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Don't know what they will do next""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I wonder what the community thinks and how they respond'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Just hope that there will not be another tragedy in this community with higher level of vigilance and protections.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'If this country cannot protect them, they should protect themselves.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there are so many shootings in the news '}]"
988,Suspect in Madden 19 tournament shooting targeted gamers: Sheriff,anonymous-source/all_shooting_images_newest/201.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'I am a gamer myself and I do go to game tournaments.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I am disturbed that an individual would target their victims such as this.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Shootings make me feel all these emotions. There is also no positive aspect of this event.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'another soul polluted by gun violence'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns are not game, they will really hurt people. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Need further details'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it is scary to think there would be more victims and that the suspect is on the loose'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Does the suspect has any personal grudge towards the sheriff? Has the local government done anything harmful to the minority?'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Police should fire well.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'there are so many shooters in the world'}]"
992,No one deserves to die over a video game': survivors recall chaos of Florida shooting,anonymous-source/all_shooting_images_newest/494.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'what the title said was true.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I am angered at the shooter for committing their attack on innocent victims. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Death makes me sad and fearful. These emotions are intensified when it's needless.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel bad for the victims'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Guns are not game, it really hurt people. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Again, the negative impact of shooting games needs attention'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I agree with the headline. It is so sad a life would be lost in a place where participants thought they would be safe. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's recalling the memory of the tragic shooting.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's a tragedy to be shot attending a video game tournament.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'they are discussing an intense event and not showing it '}]"
995,Mass shooting victims remembered at Thousand Oaks church service and memorial,anonymous-source/all_shooting_images_newest/110089.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'they did not deserved to pass away.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I am sad to hear about the memorial services for yet another mass shooting event in our nation. '}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'The event itself makes me feel some contentment for the victims, but the event makes me primarily sad.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'victims deserve to be remembered. people are doing the right thing'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Guns really hurt many peoples' lives. ""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Pray for the victims'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'this is such a bitter occasion. it is sad to think about the lives lost '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Sad about the tragedy and really hope that they didn't die for nothing, and maybe there will be a change in the future.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's a tragedy to be injured by a shooting.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""These memorials shouldn't have to happen in the first place""}]"
997,Jacksonville 'Madden' shooting: Gaming community and friends pay tribute to two victims,anonymous-source/all_shooting_images_newest/139.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's sad that people would die over games tournaments.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I am saddened to hear about the details of the aftermath of the Jacksonville shooting. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I am glad that the victims are honored, but the event itself makes me feel sad and disgusted'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'victims should be honored.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Guns are dangerous, which hurt people in the past. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Pray for the victims'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is bittersweet that the team is so nice to make a tribute but the fact that two people died is terrible nonetheless'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Feeling sad about the people who died in the shooting.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Gun should be banned in this country.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there are too many shootings and this problem has a solution '}]"
999,It s never going to be normal': California city in shock after gunman kills 12,anonymous-source/all_shooting_images_newest/110161.jpg,"[{'emotion': 'Anger', 'intensity': '2', 'reason': 'someone was able to access a gun and kill 12 people with it, which is appalling and shocking'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel sad for all the lives lost and scared that this could happen anyone.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'sad how easily as 12 yr old kid is killed due to gun violence.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'It is hard to understand why cities cannot control guns sufficiently to protect the innocent.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a killer with a gun can kill a lot of people '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'life is forever changed once you witness shootings--things will never be the same.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'perceived pain and mourning from subject thus sadness'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Lot of people are dying unnecessarily due to low gun control'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""12 people lost their lives all because this country can't fix the gun problem we have here""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""it describes how sad it is that people die because of gun violence but slightly happy as well because there is an attempt by the people to 'combat' this using non-violent method and to remember the victims as well.""}]"
1002,How 3-D printed guns are made and the growing security concerns they present,anonymous-source/all_shooting_images_newest/84.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""I am scared for my own life as well as the lives of others after reading this because these 3D printed guns might become an unregulated and easy way for anyone to produce and distribute dangerous weapons, meaning even more people might be in danger. I am angry because it seems like people are so protective of their second amendment rights that they aren't considering people's safety and lives, which should definitely be the top priority.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I'm scared as 3d printed guns would make guns very accessible to everyone and who knows what would happen then with regards to gun violence. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to see how such a great resource, that is 3D printing which is suppose to be used for betterment is being used for making guns.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'Hopeful that 3D printing is not shutdown my idiots behaving badly.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'anything that constrain guns is excited'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'it is scary that guns could be acquired this easily.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'perceived new informative knowledge about recklessness from subject thus awe'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This would make them easily available causing more problems'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'at some point anyone will be able to print a gun and I fear for that day'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it describes how lenient gun control solution is and the prospect of that happening where I am is scary.'}]"
1007,"Ben Stiller, Amy Schumer and Other Hollywood Stars React to  Great Tragedy  of Pittsburgh Shooting",anonymous-source/all_shooting_images_newest/100052.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'Just hearing about a shooting makes me sad. I do not know how to feel about the fact that celebrities reacted because I do not know how they reacted, so I just feel sad that a shooting happened.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I just feel so sad about so much gun violence and not so interested to hear what celebrities have to say when instead we should be focused on stopping this violence. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad to see so many people being killed due to mass shooting, one needs to take an action to prevent such thing to happen in the future.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'It would be better to not have a tragedy from which they react.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""don't really care their attitude""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""it's good to see celebrities addressing shootings because they serve as role models for the public. ""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'perceived concern and action from subject thus excitement'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Excited to see people speaking up, more people should know'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""sad because of the shooting but glad that they're bringing attention to it""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'it is rather out of context from my perspective and somewhat derogatory.'}]"
1016,Twitter Users Taunt NRA With 'Thoughts And Prayers'Amid Reports Of Financial Struggles,anonymous-source/all_shooting_images_newest/110475.jpg,"[{'emotion': 'Amusement', 'intensity': '2', 'reason': ""I think it's a very clever way to show people how bad the problem has gotten, how the NRA sucks in regards to gun control and how thoughts and prayers don't help and all that""}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""I feel amused as I don't have that much sympathy for the NRA. ""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'good that NRA is financially struggling.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Organizations that fund raise after tragic events are ironic. Laughing at them finally losing money on a tragedy is gallows humor.'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'this is a funny movement against something actual serious'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'it is funny that instead of caring for the victims of shootings and guns, the NRA cares more about their business struggles. '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'perceived meanness and demonization from subject thus fear'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Looks like NRA is getting a taste of its own medicience'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'the NRA never does anything to stop shootings besides offer ""thoughts and prayers"" and it\'s great that people are treating the NRA\'s struggles in the same way'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I am not sure if it's the best idea?""}]"
1017,Las Vegas pauses but looks ahead a year after mass shooting,anonymous-source/all_shooting_images_newest/100062.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'It mentions a mass shooting, which is saddening. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I just feel sad as the Las Vegas shooting was horrible and just feel sad for the families for the victims. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'actions against mass shooting needs to be taken.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Good to mark the time and look back to see what can be learned.\r\n\r\n'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""don't know much about this""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I do not necessarily understand what this news headline is saying, but I think it is sad that it has taken Las Vegas a year to overcome the shootings-->completely valid though.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'perceived safety and caution but remorse from subject thus sadness'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Too many people have die in shootings '}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'mass shootings will always leave a mark on a city and the people living in that city'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'of how young people are rising up to promote this issue as well.'}]"
1019,The Latest: Vegas shooting survivors form human chain,anonymous-source/all_shooting_images_newest/100381.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'survivors are connecting together to help each other.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Seems like they are holding a powerful and emotional event. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there were a lot of victims'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Vegas shooting led to many death and injured'}, {'emotion': 'Awe', 'intensity': '2', 'reason': ""it's nice to see humans coming together in times of solidarity""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'The headline invokes a very sad event.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '  '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'sad to hear about someone that went through a shooting, but glad to hear that she is a survivor '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad because of the context surrounding the photo.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""I don't know what human chain means""}]"
1021,Colorado school shooting victim's father accuses Giffords super PAC ad of 'politicizing' daughter's death,anonymous-source/all_shooting_images_newest/90402.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'the death of his daughter should be solved privately instead of making it policizing.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""The title doesn't describe the situation super clearly. I want more context as to why he is being accused. ""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'more people are supporting gun control'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'racial injustice'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""It made me sad for the victim's father + family because that's not a situation anybody wants to be in""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'If the claim made in the headline is true, then it is very sad that we use terrible things for selfish purposes, and is also quite disgusting.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ' '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'sad to hear about a girl being shot. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I feel angry because I am aware of the situation and its unjustness.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""no one should have to see  their daughter's death be politicized. Politicizing tragedies has become too much of a norm""}]"
1022,A Black Security Guard Caught a Shooting Suspect. Police Arrived and Killed the Guard.,anonymous-source/all_shooting_images_newest/110369.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'it makes no sense for the police to kill the guard who protected the community.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'The guard seemingly did nothing wrong. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'police is suppose to be the one who protect us, not killing people who protect us'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'racial injustice'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'i think they would only include their race if the security guard was a POC'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""It is an extremely sad situation that's described, someone is punished for doing a good job, and it's also very scary that this is even possible. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': ' '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'I am angry and disgusted to hear that this black man was shot when he was trying to protect everyone.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'I feel extreme anger because this situation is unjust.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the guard did not need to be killed'}]"
1031,A Republican Governor Shoots Himself in the Foot,anonymous-source/all_shooting_images_newest/90416.jpg,"[{'emotion': 'Amusement', 'intensity': '2', 'reason': 'the news of shooting his own foot sounds surprised to me.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'It provides no explanation as to why he shot his foot. Too short of a title. '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""that's what will happen when things are not under control""}, {'emotion': 'Anger', 'intensity': '1', 'reason': ""i don't know much about republican and their view on gun control""}, {'emotion': 'Amusement', 'intensity': '2', 'reason': ""My first reaction was amusement just because of the situation/irony, but as I read the headline again I'm now confused over whether this is an actual gun shooting or if it's just an analogy""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'It is sad that this can happen so easily, but judging from the headline what happened is not a big deal.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ' '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'why did this man shoot himself in the foot '}, {'emotion': 'Amusement', 'intensity': '5', 'reason': ""I feel amused because this is funny. This guy probably loves his guns and he can't even use them properly.""}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'the way it is worded is amusing'}]"
1046,Commentary: We don t need gun control; we need another Great Awakening,anonymous-source/all_shooting_images_newest/10182.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'The headline focusing on a Great awakening freaks me out because of the religious fanaticism. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'We do need gun control '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'this is just a horrible title with such a violent undertone! It\'s terrifying that people think a ""great awakening"" is what ""we need"" ??? That promotes so much violent it\'s scary'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'No I need'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': '...'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'we do need more gun control'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'the idea of a religious revolution in place of gun violence is ridiculous and infuriating, and more or less insensitive to victims of gun violence who may or may not be religious.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""what does this even mean? This is why situations don't get better. It's because people think like this. We DO need gun control.""}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'seems a little up its own ass '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Awakening sounds like an uprising movement'}]"
1048,Dispute over 3D-printed guns raises many legal issues,anonymous-source/all_shooting_images_newest/131.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': 'News over the issue is a pretty neutral in the eyes of headlines and in my eyes. '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'i am glad people are fighting against the 3D-printed guns '}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""I didn't know 3D printed guns were such a huge deal in the US and it's a little bit concerning""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Do not print the 3D guns at home'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': '...'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'there should be no dispute. printed guns should be illegal '}, {'emotion': 'Disgust', 'intensity': '2', 'reason': ""I don't know a ton about 3-D printing, but the idea of 3-D printed guns is outlandish and confusing to me. The desperation is what makes this title funny to me, the fact that there are legal issues with normal people printing their own guns because of course there are going to be legal issues, and it's not news that there would be in my opinion.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I'm just dumbfounded at how there are disputes over 3D printed guns. 3D printed guns shouldn't even be allowed in the first place.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'should be obviously illegal '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Fear of things happening around me'}]"
1052,3D-printed guns: Judge blocks release of blueprints for firearms,anonymous-source/all_shooting_images_newest/405.jpg,"[{'emotion': 'Excitement', 'intensity': '5', 'reason': 'Blocking the availability of guns is a good thing and that makes me happy. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'why did he block the release and what does that mean'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""It's good to not release the blueprints because the public shouldn't be promoted to be able to know how to make one themselves""}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I think it was the right decision, the release of blueprints for firearms means everyone can make guns at home, it's too dangerous""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': '...'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'the blueprints should be blocked and illegal'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""the fact that there are blueprints, in general, is frightening, but it's a good sign that a judge saw that and blocked any chance of the blueprints getting into the wrong hands""}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'this is what should be happening.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'we shouldnt distribute 3d printed guns '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Blocking sounds like a good decision'}]"
1054,Accused Gunman in Capital Gazette Shooting Left a Trail of Conflicts,anonymous-source/all_shooting_images_newest/10651.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': ""I don't fully understand this headline and what it is trying to say. ""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'confused on what this headline is saying'}, {'emotion': 'Fear', 'intensity': '1', 'reason': '""trail of conflicts"" sounds problematic and concerning'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I want to stay away from guns, away from conflict'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': '...'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'what is the conflict he is referring to?'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'i don\'t fully understand what ""a trail of conflicts"" entails; does it mean that there is conflicting evidence that this accused gunman actually shot up Capital Gazette, or something else? It does make me want to read more though, and understand what about this case is conflicting.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'so much conflict occurs because of shootings.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'need to read more '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Afraid of things happening around me'}]"
