,Headline,url,image_responses
959,"With Grief and Hope, Florida Students Take Gun Control Fight On the Road",anonymous-source/all_shooting_images_newest/10608.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'two loved ones are hugging each other, genuinely'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People might be mourning over their friends due to gun violence.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I can relate to their feeling'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the hug is so touching'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'This picture is likely a student who had a close call with some sort of gun violence. As he embraces what looks like his mom, we can feel the relief in both of them to be safe with one another.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'nice to meet again'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'It seems that someone may have recently died due to gun violence and people are mourning\r\n'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it looks like people are mourning'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I assume these are gun victims and I feel awful about the pain and terror they may have faced as a result of gun violence. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's a very sad scene""}]"
962,Shootings Thrust Gun Control Into Campaign Ads,anonymous-source/all_shooting_images_newest/90226.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': 'I want to know what happened'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'They might be having a meeting around gun violence and how to deal with guns.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'They are protecting us'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I think they are doing a mission but they took the guns.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I am opposed to any sort of gun-violence and do not believe in the use of guns. Seeing the police with large guns is fear-inducing because it makes you wonder what they are doing.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'someone might die'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Is there potentially a danger that warrent officers to carry guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The cops have big guns and appearin pursuit. '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'seeing that many cops armed with guns is uncomfortable and threatening. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's seems like a pretty depressive scene""}]"
969,"The  Trump Slump : With a Friend in the White House, Gun Sales Sag",anonymous-source/all_shooting_images_newest/314.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'so many guns are out in the open'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I can’t tell the difference in gun types.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""Even the guns are dangerous, I can see that there is a professional so they won't hurt me.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""there are so many guns, it's dangerous ""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'It is so shocking to me that despite increasing gun-violence nationally places like this exist. This is likely a convention, but the fact that the man is able to simply pickup the gun and look at it, despite it being loaded or not, is horrific in my opinion.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'selling weapons'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'There are a lot of guns being stored in this area, but it seems to be orderly so that nothing terrible can occur'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'there is no need to sell guns of that caliber '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'seeing that many guns in one place, for sale and usage, is disgusting to me. Guns themselves invoke a feeling of disgust and sadness in me. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's seems like a pretty depressive scene""}]"
973,Dems introduce bill banning assault weapons,anonymous-source/all_shooting_images_newest/10268.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'so many guns are out in the open - anything could happen'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'They might be having a meeting around gun violence and how to deal with guns.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'I feel like this man is not controllable with guns.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'there are so many guns'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'The amount of guns in that room terrifies me. The amount of damage that can be done with one singular one is enough to terrify me.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'selling guns'}, {'emotion': 'Awe', 'intensity': '1', 'reason': ""They are properly checking this gun to make sure that it is fine and won't malfunction. There are people out there who try to make guns safe""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""guns of that caliber shouldn't be sold""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'it is disgusting to see so many guns for sale/usage as they are terrifyingly powerful tools that are basically killing machines. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's seems like a pretty depressive scene""}]"
975,"Clippers, Bucks wear T-shirts in warmups that say  Enough  with names of Thousand Oaks shooting victims",anonymous-source/all_shooting_images_newest/110101.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'the lighting and them bowing their heads seem like they are respecting the lives of victims'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People might be mourning over their friends'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I can relate to them'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'You can see from the photo that everyone is mourning'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The Borderline Bar Shooting occurred very close to my hometown. It was a vivid reminder that gun-violence can happen anywhere, even in the places where you feel the most safe.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'show attitude'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'They are remembering those that were lost to gun violence and making sure that everyone remembers to reality of the issue'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the names on those shirts should still be living people '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it is sad that a gun-related incident ever happened and that these people who are being honored on these t-shirts are dead as a result of gun violence. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's seems like a pretty depressive scene""}]"
978,Democrat drives to friend s home and reportedly shoots him over political disagreement on Facebook,anonymous-source/all_shooting_images_newest/149.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'they are ugly'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the guy looks super weird and it is sad that the shooting had a political basis. '}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'the man is arrested for shooting at people'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the man is a criminal with such an ugly face\r\n'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'Hate how political disputes can divide us so thoroughly. Hate politics'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'This guy clearly did something bad, and it is politics again that lead to the shooting. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'he seems scary and brutal'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""it's become so prevalent and it happens so often now that it doesn't surprise me when I read something like this. I am nonetheless disappointed and would like these things to not longer occur/happen but I'm not completely surprised that they continue to since we've done nothing to stop them. ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""I think shootings in general are disgusting especially ones because of political differences, and it's annoying that people go to extremes – like possibly taking someone else's life – to prove their point. Political arguments should be settled through conversations not fatal altercations.""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I was disgusted but not really surprised. Mostly disgusted that a political argument could escalate so quickly. However, that seems to be commonplace here.'}]"
979,Right and Left React to the Gun Control Debate After the Florida Shooting,anonymous-source/all_shooting_images_newest/10598.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'no context'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it looks like they are longing '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'they are influenced by shots'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'so many people are victims of gun violance'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""People are clearly grieving. The guy in shades seems like he's trying his best to hold it in.""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the woman in the middle might be crying, there has to be really bad things happened to someone. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I can feel their sadness of losing families'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I feel very sorry for these people because it seems that a loved one of their's may have been harmed or killed by gun violence. ""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""The image doesn't invoke strong feelings in me since the only person who is showing emotion is the woman that is crying. Without knowing that this is gun violence-related, I wouldn't have felt the sadness.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Sad that there is yet another funeral over gun violence.'}]"
980,"Televised meetings over school shootings are cathartic, but change nothing",anonymous-source/all_shooting_images_newest/10499.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'no Big Mac present'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Donald Trump is incapable of being a decent human being.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'trump seems at a loss for the problem'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'gun control has come to a national level'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Everyone looks sad... even Trump. I've never seen him depicted as sad about anything.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'all five people in this image is feeling bad about something, it is easy to realize that another tragedy happened. '}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'I cannot feel their emotions'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'he has done nothing to decrease the gun violence that happens in this country. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""I'm not sure but I think that the students in the photo are the survivors of the Parkland shooting incident. School shootings provoke strong negative emotions in me because as a student, I want myself and others to feel safe. In addition, they could have been prevented with stricter gun laws which would prohibit minors from obtaining gun privileges.""}, {'emotion': 'Disgust', 'intensity': '2', 'reason': ""Disgust because I don't really think the Trump administration represents strong leadership. They have not taken enough action when it comes to gun violence or in other matters, such as the Coronavirus pandemic.""}]"
984,Parkland student Cameron Kasky calls Trump a 'professional liar' after NRA speech,anonymous-source/all_shooting_images_newest/10684.jpg,"[{'emotion': 'Amusement', 'intensity': '3', 'reason': 'marching does not really achieve anything, he should have tried using money '}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'i dont know what this image is.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'lives should be protected and gun issue should be taken seriously'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'people are supposed to stand out calling for their safety. '}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'Speaker seems quite young and is likely providing an inspiring speech.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'this guy is trying to make changes, he is speaking for those who want gun control. '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It makes me feel that more people are addressing gun violence'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'there needs to be more pressure on the government to enact better and more regulated gun laws.  '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""The image depicts the student-led demonstration March For Our Lives which called for stricter gun laws. I'm proud of fellow students for standing up for what they believe in and especially, survivors of the Parkland shooting incident for sharing their stories.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'It makes me angry that so many shootings have taken place in schools and that kids need to advocate for gun policy reformation.'}]"
985,Pittsburgh holds last funeral in synagogue shooting for oldest victim,anonymous-source/all_shooting_images_newest/110057.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'BLM'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it appears as a shooting was based on anti-semitism '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""she is mourning for the dead and that's sad""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel so sorry for people dead of gun violence.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Lots of memorials again. A star of david too but hopefully it wasn't a mass killing targeted at a specific community.""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'another place where the tragedy happened. It is hard to imagine the suffering that victims experienced. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is sad to see people die'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the people usually getting killed by these acts of gun violence are usually minority groups. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""From the image I can infer that a lot of people died from gun violence. I feel sorry for the victims, survivors and loved ones, and hope that it doesn't happen again.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Sad and angry that this incident of gun violence took place and harmed so many people.'}]"
989,Opinion | Guns   When Trump Can t Even Tweet,anonymous-source/all_shooting_images_newest/10602.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'wish I was getting hugged'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they are mourning'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""they are reunited after a long time and that's happy""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are getting hurt bu gun violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Clearly a comfort hug of the family/friends of a party involved in the violence.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this family is clearly suffering lost of member, it is really sad to hear that. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""They shouldn't suffer from gun violence!""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""they were probably in the middle of a situation where they could've lost their lives due to gun violence. ""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""I can see the grief in the woman's face when she is in that embrace. The intensity of her emotions makes me feel sorrowful of her loss.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""This image made me feel sad and disgusted because it represents the aftermath of what I assume is a gun-related incident. However, without any context, it's hard to say.""}]"
993,"Military rushed to add 4,000 to gun ban list",anonymous-source/all_shooting_images_newest/10252.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'that is the cleanest .45 I have ever seen'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the guns looks scary and intense'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'guns can hurt lives easily'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns should not be sold that way.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'I hope the person holding the gun is trained in basic firearms safety.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': ""I don't think this photo is trying to express any specific information. ""}, {'emotion': 'Fear', 'intensity': '2', 'reason': ""Guns are dangerous and I don't wish to see them to be around me.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there is no reason for someone to need that type of gun. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I think this image is displaying shooting ranges which are distasteful in my opinion because it encourages shooting even if it\'s ""safe."" I feel like people who enjoy going to shooting ranges are more likely to purchase weapons, support the NRA and engage in gun violence.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Honestly, I feel fearful because I don't have much experience around guns and I associate them with violence.""}]"
995,Mass shooting victims remembered at Thousand Oaks church service and memorial,anonymous-source/all_shooting_images_newest/110089.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'blm'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""it's unclear what I'm looking at ""}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'i think they are demonstrating for right of safety'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are getting hurt from gun violence'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I can't tell whethered they're huddled together to discuss something or if they're hugging each other for comfort since the hug seems really distant.""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'clearly, another tragedy happened, it makes me sad to see people like this. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""This is scary, and I don't like to see people die from gun violence.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'these people may have lost loved ones due to acts of gun violence.'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': ""Based on this image, I have no idea what these people are gathered here for. The group that's hugging in the center of the photo does invoke more positive emotions in me but it's not that intense. Overall, this image makes me feel relaxed because there is nothing deeply saddening or angering going on.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad because this is a vigil around what I assume is another gun related incident. These keep happening; lives are lost, but as a nation, we do not seem to be able to keep them from happening.'}]"
996,Trump meets with NRA officials again,anonymous-source/all_shooting_images_newest/10384.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'they have power'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Trump is in there'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'trump is standing for NRA and thats disgusting. he is not concerned with lives at all'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'people should not be encouraged to have guns.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Guys in suits again. The context is sad but the picture does nothing.'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': ""NRA does not care about people's live, they only care about their wealth. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I'm not sure what they are doing, but if this happens in the context of gun violence, they should focus on the problem.""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'once again Trump contributed nothing to this country. '}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""The NRA is one of the reasons, if not the primary reason, why stricter gun laws can't be passed in the United States. It's vexing to see Donald Trump, who was the president at the time, support the privileged white men who run the organization. ""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I have knee-jerk reaction of disgust to both Trump and the NRA. NRA leadership was actually caught laundering money for their personal expense. '}]"
998,Retired firefighter convicted for firing shotgun at black teen who knocked on his door (video),anonymous-source/all_shooting_images_newest/100339.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'I am not sure who he is shooting but it   looks like he is just shooting someone out in a neighborhood and that is scary knowing that anyone could have a gun and possibly do that in my neighborhood.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The man appears to be shooting somebody.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""CCTV means bad? I don't feel anything with no background""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""Can't see what his doing clearly""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'bad portray'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I just see a person aiming at something and I fear the worse.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'no one should have to fear of being shot at by someone'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'perceived lack of safety and caution from subject thus disgust'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it is shocking that anyone is able to obtain access to guns and commit violence. Even if the violence is on an animal and not a human, it is still wrong for an innocent being to die. The fact that this man is able to shoot a harmful weapon at any time makes me fearful that he will use it in a really bad scenario and hurt other people. I am scared for what kinds of people are able to obtain guns.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'this random man is shooting either a person or animal. The fact that someone could do this unmonitored and has the capability to place their hands on such a dangerous weapon and commit such a crime is terrifying. There is no knowledge to the extent of harm he committed, and I scared for the effect this persons actions had.'}]"
999,It s never going to be normal': California city in shock after gunman kills 12,anonymous-source/all_shooting_images_newest/110161.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""Maybe they lost someone to gun violence and I couldn't imagine that happening to me and that makes me so sad.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The girl in the image is crying'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Sad things are happening.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I can feel their sad and helpless'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'maybe one of them lost their closed ones'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'years of trauma to come and loss saddens me.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'these people were probably harmed or terrified because of a shooting'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'perceived remorse and sadness from subject thus sadness'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'these people are suffering a great loss for such an unfair reason. No one deserves to loose the people they care most about, especially when said people are innocent. I am so sad by the way the people in the picture must be feeling. It is so heartbreaking that innocent people get killed as a result of gun violence and that so many people have to suffer as a result.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'these people just lost someone they care about as a result of gun violence. This is heartbreaking because no one should have to go through so much pain and have to experience the loss of a loved on, especially at such a young age.'}]"
1002,How 3-D printed guns are made and the growing security concerns they present,anonymous-source/all_shooting_images_newest/84.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'I do not like seeing bullets and thinking of the harm they can do'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I see bullets in the image which makes me think of gun violence.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'This toy gun can actually shoot those.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '3D gun have the same power as real gun'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'concern over more production '}, {'emotion': 'Awe', 'intensity': '1', 'reason': ""That thing looks pretty functional and I'm amazed by it a little bit.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""3D printed guns will soon become more common and I'm fearful for that day""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'perceived lack of safety and caution from subject thus disgust'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'this is a toy for children. Through young children receiving toys with guns and bullets, they are learning how to practice violence. I am scared for the actions they will commit when they are older if violence is being present to them at such a young age; their minds are being conditioned to  hurt people when still in a development stage. I am also scared by what the manufacturers of these toys were thinking and how they could possibly believe children playing with toy guns is a good idea.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'there are dangerous weapons available to so many people to use. If people are crafting a gun , it is teaching innocent people to practice danger. I am scared that the wrong people will get their hands on these weapons and are being taught skills on gun violence that are better for them not to know.'}]"
1003,From Barack Boom to Trump Slump: Demand Slows for AR-15-Style Guns,anonymous-source/all_shooting_images_newest/90436.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': ""I do not like looking at guns, they scare me and shouldn't just be shopped for like clothes""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Seeing so many long guns in one frame makes me feel fearful'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'So many guns still for sell.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Different types of guns sales in the store'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'fear of more guns becoming legally sold'}, {'emotion': 'Awe', 'intensity': '1', 'reason': ""It's amazing how simple the designs or a gun is and how easy they are to make.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'of all the guns in the picture'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'perceived lack of safety and caution from subject thus disgust'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'there are so many weapons for violence that are available for anyone to buy. This could put dangerous weapons in the hands of bad people who will commit violence. I am shocked that so many weapons are even created; I question what the purpose of this is. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'there are so many weapons available for anyone to buy. With such an array of weapons, there are many harmful actions that could likely occur. I am scared for the wrong people to buy one of these large weapons. I am also scared for the violent actions they will commit. Additionally, I am scared that the laws in place allow so many people to purchase so many dangerous weapons.'}]"
1005,Florida video game contest shooting reignites gun rights debate,anonymous-source/all_shooting_images_newest/77.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sadness because someone may have been hurt by guns and I really hope they did not. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Reminds me of the Jacksonville shooting massacre'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'something bad must happened there.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People died and injured by shooting'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'city on alert as police occupy the spot'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Shooting are sad.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the police are probably responding to a gun violence incident'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'perceived danger and emergency from subject thus fear'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the streets are closed because of another death caused by gun violence. The intensity of my feelings is mild because I am not surprised, as people in the country keep allowing gun violence to continue. I am sad that more and more people keep dying.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this image displays the shooting that occurred in Jacksonville. I am so disheartened that this shooting occurred and that people died and got injured. It also makes me upset to know that the extent of the persons violence affected so many individuals, which is proven by so many police cars being there and monitoring the scene. The fact that death through violence has become so common in our world is tragic.'}]"
1008,Retired firefighter found guilty for firing shotgun at a black teen,anonymous-source/all_shooting_images_newest/100343.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'People dying from gun violence is not okay and it   makes me so sad to see that that is still happening and it   was even caught on camera and still not much has been done to help.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'Seems like the boy in bottom left has been shot'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'bad things must happened using images like this.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Many experts watching and reacting him'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'debate on what actually happened'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Probably shot a kid. Sad.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'no one should have to fear for their life when knocking on a door'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'perceived lack of safety and caution  from one subject  but also sadness and remorse from others thus sadness'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""people shouldn't even have to have a discussion on how wrong it is for this man to shoot an animal outside his house. This man has the potential to do so much harm with that gun and he is not using it for protection. The fact that these people have different opinions in their discussion makes me scared of what the country will allow people to do. I am scared to see violence continue, as the one man in the upper corner doesn't seem to have any reaction on how bad the shooting is. It is scary that these people aren't scared and don't want to see a change in the man with the guns actions.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""the man in the upper left corner has an arrogant look on his face; he doesn't seem to care at all that a man is committing a dangerous action. This reveals that law makers are unfazed by the violence that is occurring. It makes me angry that no one wants to change the law to make society safer. It enrages me because it seems that these lawmakers almost want violence to continue. It also makes me angry that there is even a discussion/debate on this issue.""}]"
1012,Those Banned 3D-Printed Gun Files Are Now Available on Another Site. Are They Really Free Speech?,anonymous-source/all_shooting_images_newest/87.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'I do not like seeing guns and they make me so sad to see they are still being sold.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this is a 3 D printed gun'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'Looks not very important to me'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'No strong feeling'}, {'emotion': 'Amusement', 'intensity': '5', 'reason': 'mixed feelings'}, {'emotion': 'Awe', 'intensity': '1', 'reason': ""They really made a 3D printed gun and that's very impressive to me.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': ""3D printed gun plans shouldn't be allowed to be shared because otherwise the situation will become much worse""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'perceived lack of seriousness and concern from subject thus fear'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""the toy gun is displaying violence to young children. If children are learning violence at such a young age, I am extremely fearful of the actions they will commit when they are old enough to buy a real gun. The concept of shooting a person or object is planted in young kids' minds through playing with the toy; they are trained to kill. I am scared for the shootings that will happen, as people playing with this are already trained to commit violence. ""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'this toy gun is teaching young children how to practice violence starting at a young age. This is conditioning children to be able to use guns and commit violent actions. I am scared for the actions these kids will commit once they are old enough to purchase real guns given that they are now already trained to harm others.'}]"
