,Headline,url,textimage_responses
41,A Black Security Guard Was Killed By Police As He Tried To Stop A Shooting,anonymous-source/all_shooting_images_newest/110335.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': ""It's frustrating see another black man getting shot by the police when he did nothing wrong. "", 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's sad to see heroes die. If the caption is true then this man died saving someone's life. It's just a tragedy, and I think sometimes humans can just be so brave, but they just don't get the ending they deserve. "", 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'it is a trend for police to brutally kill black people who are even doing good deeds because of inherent racism', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""Don't see any problem here"", 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'it is a trend for police to brutally kill black people who are even doing good deeds because of inherent racism', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'an innocent man was killed for saving other people', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'someone innocent lost their life. ', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad for this man since he is trying to do good things but gets hurt instead, also sad for racial issues', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Because a justice people was manslaughter by police because of his justice action or maybe because of his race. Which is pathetic, and sad. ', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the headline is reporting a sad incident', 'url': 'anonymous-source/all_shooting_images_newest/110335.jpg'}]"
43,Trump Made False Claims About 9/11 to Justify Hosting a Rally After the Synagogue Shooting,anonymous-source/all_shooting_images_newest/100082.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': 'Trump takes shootings so lightly and he is clearly extremely selfish because all he cares about is himself and his rallies to support him.', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Trump has just done a lot of questionable things and he's definitely not been shown in the best light. this plus the title saying he made false claims about such a tragic event just makes me a little frustrated with humanity. Of course there are just all assumptions like I said before."", 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Trump is twisting a traumatic event for his own agenda ', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""Cann't relate to the news"", 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Trump is twisting a traumatic event for his own agenda ', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'he was using a sensitive topic to his own benefit and gain ', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'as the president, Trump should be telling anything but lies. ', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Disgust', 'intensity': '1', 'reason': ""I don't really believe President Trump's words from the beginning"", 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'How could he do that, when lives are dead!', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'he is not respectful at all', 'url': 'anonymous-source/all_shooting_images_newest/100082.jpg'}]"
44,Judge blocks distribution of 3D-printed gun blueprints until case is resolved,anonymous-source/all_shooting_images_newest/128.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'This makes me happy because for once someone is taking responsibility in gun control and taking the measures needed to keep people safe.', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""Printing guns, that's just crazy to me to see how the world has evolved. It's a cool technology and I'm just curious as to what's next."", 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'this is one step towards completely banning the distribution of printed guns', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'What is the ""case""?', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'this is one step towards completely banning the distribution of printed guns', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'there are people who still care for other citizens and there well-being ', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'there are 3D blueprints of guns out there. ', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'feel like this would work to safety', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Because it may stop the development of gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'its good to know that authorities have this under control', 'url': 'anonymous-source/all_shooting_images_newest/128.jpg'}]"
47,Police say Jacksonville shooter 'clearly targeted other gamers.' Here's what we know,anonymous-source/all_shooting_images_newest/386.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'Seeing someone specifically target a group of people in a shooting just shows they had a clear motive.', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'Shootings are just scary and I wonder what would happen if I was in that situation, it just makes me feel unsafe.', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'video games are cause real world violence ', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""It is more like a clickbait that doesn't tell you what is the point in the headline"", 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'video games are cause real world violence ', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people have so much hatred against other people and present this in a form of violence ', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'knowing that a shooter wanted to actively hurt more people. ', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'eager to see how the police know that', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Police Is kind of discrimination for small group of people.', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'I feel like deranged people like this shooter should not be allowed to have guns with them', 'url': 'anonymous-source/all_shooting_images_newest/386.jpg'}]"
49,This Is Us' mourns Pittsburgh synagogue shooting victims in powerful message,anonymous-source/all_shooting_images_newest/100168.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'It sad to see a happy family in headlines of a shooting.', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""What a beautiful family, and it's just sad to see them be gone. It's tragic and just absolutely disappointing for me to hear and see. They could have had such a bright and beautiful future, but all that was taken away by firearms."", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': ""I think it's really great that celebrities are always using their platform to speak out on this issue"", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'The headline is talking about a sad, serious thing, while the pic looks happy. ', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': ""I think it's really great that celebrities are always using their platform to speak out on this issue"", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are here trying to make the best of the situation, despite the violence they have faced and I would hope that their message has an impact on the readers ', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'innocent lives were lost. ', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'feel sad for the loss and the image is very warm', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Because we should not only mentally support but also should financially support', 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""It's sad that the victims had to die but its good that the show addresses this tragedy since it probably reaches a wide audience"", 'url': 'anonymous-source/all_shooting_images_newest/100168.jpg'}]"
52,Trump s Stance on Guns Puts Pressure on Congress,anonymous-source/all_shooting_images_newest/10759.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'His stance on guns is to do nothing about it and as a person who has so much power it is concerning.', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'Whenever Trump is putting pressure on anything, it just ', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Trump is clearly stunting the development and process of stricter gun control laws', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'Just a normal news piece', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Trump is clearly stunting the development and process of stricter gun control laws', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'as an influential person, with the lime-light that he has he should be sending out a more positive message of going against gun violence, not for it', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Trump is not a president who seems to care about gun violence. ', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'he would have take more attention of gun controls and save more lives', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'If the Congress past some law of guns, which may lead the public safety become dangerous ', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'i feel like politicians should address sensitive, controversial topics with care and caution, which Trump usually does not do', 'url': 'anonymous-source/all_shooting_images_newest/10759.jpg'}]"
56,Police change explanation   again   after killing black man they mistook for an active shooter,anonymous-source/all_shooting_images_newest/110502.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': 'Police brutality in the country is such a large issue and it seems like the same instances are occurring over and over again with no change being made.', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""Why, how, and who could do this. It's a police officer's job to protect the people, not to harm and kill the innocent. Mistakes and accidents happened, but this just seems evil. Justice must be served."", 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the narrative is being shifted and people are lying about a clear fact that an innocent black man was killed and the shooter should be put in prison', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'a little bit suprised by the fact stated', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the narrative is being shifted and people are lying about a clear fact that an innocent black man was killed and the shooter should be put in prison', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'the police are killing innocent people just based on their ethnicity and color ', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'someone was stereotyped for the way they looked. ', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'police are finding excuses for their mistakes, and which is probably related to racial problems', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'This is totally discrimination to Africa American.', 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""When the upholders of law don't do their job properly it can lead to really bad concequences"", 'url': 'anonymous-source/all_shooting_images_newest/110502.jpg'}]"
57,3 drivers say man charged in 'stand your ground' shooting death threatened them,anonymous-source/all_shooting_images_newest/391.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's so sad to see so many shooting happening around the country and innocent lives being lost because gun laws are not tighter."", 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""this could happen to any one at any time. Isn't that just crazy and scary. Am I ever safe? What do I do in this type of scenario. Crazy stuff man."", 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the photo shows the victims who were faced with this shooter', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'What is the context', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the photo shows the victims who were faced with this shooter', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'you never know what happens in the environment or neighborhood around you. situations like these are unpredictable and scary to be in ', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'someone felt entitled to shoot innocent people. ', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'the image is scary to see', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'How could this kind of things happened, gun leads lots of dangers.', 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I'm not sure what a 'stand your ground' shooting means but it sounds scary."", 'url': 'anonymous-source/all_shooting_images_newest/391.jpg'}]"
58,"Delta, now entangled in controversy, says it sold just 13 tickets under NRA discount",anonymous-source/all_shooting_images_newest/10806.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'I fly with Delta a lot and it is making me reconsider supporting them because I did not know they supported the NRA.', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I don't know what the NRA is, but I'm going to assume that it's a gun company. And I'm confused 13 tickets of what, of guns? The picture is also blurred with the delta logo, so I'm just a bit confused."", 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'big companies are lying about their stance on gun control', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""It isn't reasonable to me to provide extra discount to NRA member"", 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'big companies are lying about their stance on gun control', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'they are a diverse group/ company and I would have expected for them to be more aware and spread a better message for the youth, rather than promoting violence through guns ', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'big businesses should not encourage organizations like the NRA. ', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'want to know the reason behind the sale', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'A big company should take their responsibility but not follow the trend.', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Its concerning to know that Delta is associated with the NRA', 'url': 'anonymous-source/all_shooting_images_newest/10806.jpg'}]"
63,Trump's school safety commission would prefer if you didn't talk about gun control,anonymous-source/all_shooting_images_newest/278.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'we need to mention gun control in everywhere especially in the schools, since there are a lot of young students there.', 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""I think it's ridiculous not to reflect on the bad things that have happened."", 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""It is important to teach the students how to correctly use the guns. I don't understand why the commission would prefer not to talk about that."", 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""I'm sure they'd prefer we didn't talk about it - but we have no choice!!!"", 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I disagree and think it would be better to talk about it and spread awareness', 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'because I remember the shooting associated with this headline and picture. I think gun control should be on the table and they are ignoring it makes me angry. ', 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""why wouldn't they educate the youth about gun violence. "", 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'this is definitely not a real committee, they are biased before even finishing', 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I disagree and think its important to talk about things like this', 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'This commissioner is letting politics get in the way of his actual job of making schools safer. ', 'url': 'anonymous-source/all_shooting_images_newest/278.jpg'}]"
65,3D Printing Vs Gun Control: Navigating The Paradox   Analysis,anonymous-source/all_shooting_images_newest/90478.jpg,"[{'emotion': 'Excitement', 'intensity': '3', 'reason': 'I am curious about the result about the paradox.', 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""this kind of analysis would be helpful for people's understanding."", 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I am curious about what conclusion about what conclusion they get from this paradox. ', 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""We're in danger of making the situation worse"", 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Don't know enough to answer"", 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""This picture is intimidating. It seems like it's pointing me."", 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'why are they making 3D printout of weapons.', 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'if everyone can make guns at home, then things are really out of control. can you even track whose gun was a bullet shot from?', 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""Don't know much about this"", 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I do not know enough about how the two are a paradox. I thought 3D printing simply makes gun control harder', 'url': 'anonymous-source/all_shooting_images_newest/90478.jpg'}]"
71,"More than 20,000 Americans a year kill themselves with a gun. Alarmed gun sellers are joining the suicide prevention fight.",anonymous-source/all_shooting_images_newest/90109.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'I never thought that people will use a gun to suicide. But this do call for attention, that guns are too dangerous for people to hold by themselves.', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The legal age for holding guns should be raised, and government should do the background check seriously.', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I never thought that people will suicide with a gun. This fact makes me shocked. And I agree that people should engage in protecting others from shooting.', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'Curious but optimistic to see if headway could be made', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I honestly think it is so sad that people have to put themselves through something like this but at the same time its nice to see people making an effort to help prevent it.', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'Because it is good to see that gun sellers are joining the suicide prevention fight.', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'we need to check on our loved ones to make sue that they are doing alright. You never know what someone is going through until you ask.', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I wish I could help them', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""its good that they're spreading awareness but its sad that its still happening"", 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Something positive is being done regarding gun use, and it is coming from gun sellers! ', 'url': 'anonymous-source/all_shooting_images_newest/90109.jpg'}]"
